StartPoint,512,974
NotVertical,1,462,512,50
NotVertical,1.5,206,512,204
NotVertical,3,-562,512,358
NotVertical,-3,2510,512,666
NotVertical,-1.5,1742,512,820
NotVertical,-1,1486,512,974
NotVertical,1,-462,512,974
NotVertical,1.5,-718,512,820
NotVertical,3,-1486,512,666
NotVertical,-3,1586,512,358
NotVertical,-1.5,818,512,204
NotVertical,-1,562,512,50
NotVertical,0,512,974,50
